review_text,rating,date,bank,source,app_name,app_id
Useless hackable bank!,1,2024-03-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
thanks CBE,5,2025-07-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
good,5,2025-06-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Wow,5,2022-01-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice,5,2014-10-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very bad application which can not working properly.,1,2022-02-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Always sync failed,1,2020-08-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
wow nice app thanks,5,2021-06-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Fuadseif,5,2024-12-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Am very satisfied by your apply,5,2024-01-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
በጣም አሪፍ ሁሌ የሚተማመኑበት ባንክ ነው,5,2024-07-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Broadly speaking, it is good app. But recently I have noticed a problem when trying to see the recent transactions it becomes very slow and sluggish even closes and also have seen this on my friends' phone. So, this should be corrected asap and speed should be core feature",4,2022-06-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good night,5,2024-06-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good application and helpful,5,2023-10-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I'm very happy I get this service,5,2023-08-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
the update is unneeded,1,2025-03-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
This app makes my job easier.,5,2022-06-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
አሰተማማኝ አፐ,4,2024-02-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice,5,2020-11-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
commercial Bank 🏦,5,2025-08-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
İs app is so hassle for use,1,2024-01-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
make life easy,5,2025-11-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Simple and easy to use.,5,2022-02-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"The new update is user-friendly, interactive and packed with new features. 5 stars!",5,2020-08-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Can't even load our transaction history!!,1,2025-02-11,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
App crushing after update to V2. Keeps crushing after accepting pin.,1,2019-03-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
good,5,2019-04-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"The biggest bank in Ethiopia, still couldn't figure out a simple bank statement and transaction history. ዝፍዝፍ ሁላ",1,2024-02-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It's excellent 👌 app,5,2024-12-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
good,5,2025-07-31,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"This is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"The app stop to show me the balance, but it synchronized while refreshing in contrary all of the services are not available . No online care available , amazing millions of customer waiting physical contact for routine solution .",1,2023-07-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice app well done,5,2021-12-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"not good, not bad!",3,2025-10-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Just wow,5,2020-06-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
an amazing app fast and secure,5,2024-04-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"I would have given the app 5 stars if the download or share function of the last transaction confirmation is working. I wonder why you desabled it as I repeatedly obliged to screenshot the confirmation. If I were you, enable is as even pdf file to print and file. I hope you will correct by updating it.",4,2022-05-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Best ever app wow,5,2023-10-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Ok. C,5,2025-01-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
help me to get the money.n may,2,2023-12-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Best Banking app of the time!,5,2023-11-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Greatest one ever I never see before,5,2022-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Amazing,fast andvaluable application for 🇪🇹 citizens",5,2024-08-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Wonderful,4,2023-03-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice app,5,2024-12-17,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
The 1st one is CBE,5,2025-08-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
User friendly app,5,2020-08-28,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Like,3,2025-02-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice,5,2023-11-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
am happy thank you CBE🫡,5,2025-03-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
not working..,1,2019-03-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
GOOD,4,2021-03-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Worst app I've ever seen,1,2021-06-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice app proudly made in 🇪🇹ETHIOPIA,5,2022-06-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Very excellent application Portable,easy and fast",5,2023-05-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
🙏🙏🙏🙏🙏,4,2024-04-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice,5,2024-10-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
great application,5,2017-12-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Cbe mobile banking,5,2025-05-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Developer mode?????,1,2025-01-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
The transaction no orders,1,2023-12-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
ምርጥ,5,2022-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good,5,2025-02-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
From all commercial banks in Ethiopia this app is very easy to use and the fastest one From other banks Mobile banking app.,4,2024-08-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
absolute poor.,1,2024-07-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"It crashes a lot; it doesn't work at all sometimes. By far, it is the worst mobile banking app I have ever used.",1,2025-02-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
USE ENGLISH LANGUAGE.,5,2024-11-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
ጥሩ መሻሻል ነው። አንዳንድ ጊዜ ደግሞ አዝግ ነው አይሰራም,3,2020-12-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
it's very good app,5,2024-04-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"I have been accessing my CBE from abroad very easily without problems .Good job, guy.",2,2025-01-22,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
all of you have to go to the bank and fill in forms and get a pin,5,2014-11-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤢🤢🤢🤢🤢🤢🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑,5,2024-01-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Great app.,5,2022-11-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"It is very interesting and useful app, it make easy process of finacial transaction, i like it",5,2022-05-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
My bank👍👍👍,5,2022-01-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice program,5,2024-12-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
best,5,2024-02-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Amusing app,5,2024-04-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Excellent,5,2021-05-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Add biometric,5,2023-07-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Wow,5,2024-08-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice app i like it,5,2024-03-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Download,5,2022-06-11,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I like it,5,2022-06-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
NICE,5,2015-12-17,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Transfering meny,5,2021-12-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Fast and secure,5,2024-03-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It's easy to be used loveable app👍,5,2023-11-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
network errorrrrrr,2,2025-05-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good,5,2023-10-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I can't transfer to telebirr and takes time to scan,1,2024-03-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I like the new interface but gave me headache!! Most of the time it fails to sync.,2,2021-02-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
yes important,5,2024-12-28,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It is simple and very accurate system,1,2025-01-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"excellent application, user friendly...nice one",5,2025-07-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"I like this App b/s it's fast, clear, and secured. thank you",5,2025-07-17,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
it's very nice and Thanks,5,2021-06-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
tinishu titiba,5,2025-08-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
nic,5,2023-07-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
perfect app,5,2025-03-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I love it,5,2017-01-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
ok,5,2024-09-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Good ,easy and reliable",5,2024-02-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
goood werk,5,2025-08-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Exlence service,5,2024-09-28,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
በጣም ቀፋፊ እና አስጠሊታ ባንክ እና app ነው። ሰው urgent ችግር ቢገጥመው እንዴት ሊሆን ነው ቆይ?,1,2024-02-11,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It's easy and user friendly!,5,2025-01-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
great app,5,2025-04-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"I gave 1 star, because to get verification number must go to branch. Now day technology is developing by speed of light. Please make it register and usable without going branch. The i will give 5 star.",1,2022-05-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very good and easy to use.,5,2024-12-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
The latest updates crushes repeatedly on my Redmi Note 12 pro plus. If you could correct the issue.,1,2025-01-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good,5,2024-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
The last update is so nice and interactive. Good job,5,2020-08-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
የሞተ አፕ ተበላሽቷል,1,2024-03-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
CBE,5,2016-12-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Easy and accessible easily,5,2024-11-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
the best banking app,5,2024-02-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Tried buying air time, there was network problems but it still withdrew the Money.",1,2021-04-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Excellent app,5,2023-11-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Wow its ezi to Accse,5,2023-03-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"It's a great app, thank you",5,2023-02-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Faster,5,2024-02-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It's golden,5,2024-05-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Its so nice,5,2022-02-11,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very bad app. Never use it.,1,2021-03-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
my mobile banking account app blocked please open Borana Zone yabello,5,2024-08-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
No word,5,2024-10-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice,4,2023-05-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Excellent condition security code used,5,2025-01-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
The best,5,2024-09-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"It is best application for banking system. Because it's save time, and make easy all things like, paying for other, transferring mobile charging and etc... But it's good if you add mini statement option like tele birr app, it's make full.",4,2022-05-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Whos and what is authorization. Code? ?,1,2016-12-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice,5,2024-09-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice App,5,2025-01-22,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good,5,2024-07-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
One of the best apps,5,2024-04-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Not tanx,5,2017-09-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
ምርጥ ባንክ,5,2025-01-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Recent transactions history was loading properly and used to preview older histories too but not anymore and that sucks! So work on transactions history well!,1,2023-03-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
CBE,5,2023-01-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Fast and secure service, exchange money everywhere",5,2021-11-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Best,5,2025-10-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It can't download the application right now BCD of rooting,1,2020-07-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good keep it up,5,2021-11-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"This is the worst update ever, the older version was better. It has so much bug.",1,2024-12-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very nice app ግን አንዳንዴ በጣም ይንቀረፈፋል ማሻሻል አለባችሁ ፍጥነት ያስፈልጋል,4,2024-11-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good,5,2023-11-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice app except sometimes the sync is not working!,4,2024-02-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good,5,2023-09-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Excellent!!,5,2024-02-11,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very important!,5,2024-06-17,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
the best one❤,5,2024-07-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Great app. Pls continue,5,2022-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
From my over thirty five years custemer of the Commercial Bank of Ethiopia I find it to dependable bank.,5,2024-11-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
ካየኋቸው ሁሉ ምቹ እና ላጠቃቀም ቀላሉ ነው።,5,2022-12-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It is a very good application. It works better than any other applications i came across. I have seen much progress since the first time i started using it. Still it needs some improvement with connectivity issues.,4,2023-01-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
niceapp,5,2025-09-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice,5,2021-06-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
best appearance,5,2025-04-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Go,5,2024-12-22,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
what is application verification code,4,2020-12-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Best app It's user friendly,5,2021-10-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
This up is very good only problem is no access of seeing your balance Otherwise it is very easy to you use and its so fast just work on that above mentioned Stay blessed 🙏🙏🙏❤️,5,2022-09-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
i can't access this app without turning off the developer option mode 🤬👎,1,2025-01-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Best app.. with no complications.,5,2023-12-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Tinsae Samuel,5,2024-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Its have some bugs when iam close the app its redirected to open the ap pls fix it,3,2022-08-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
good job,5,2025-05-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Fine,5,2024-06-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Does not work properly,1,2020-07-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I love  this app it's  so cool  and time  saving but poor  method of authorization  key delivery  method,5,2014-09-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good app and easy to use,5,2024-03-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"It's a very nice and simple app but, when checking the transaction details, it's not showing who sent/deposited money into my account. Especially when I receive money from organisations.",4,2023-01-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice app ever,5,2024-02-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Best,5,2024-10-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
best,5,2022-04-11,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
ሲቢኑር,5,2023-03-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Asitemamagn yebank agar,5,2024-05-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
This application is very important very smart,5,2023-09-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
V.good,5,2020-06-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"I really like this app as it is being updated from time to time and includes multiple payment options. In particular, giving a receipt makes it even more preferable. However, when it is refreshed, it does not show the history of credit and deposit in order and, I am of the opinion that it is better if the recent history is fixed respectively according to the transaction date in the future because there is a problem of confusion.",3,2024-09-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice,5,2024-12-31,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Pure & secure I like it,5,2024-12-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Cbe app,5,2023-11-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
wow,5,2025-03-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Easy to Use and Effecent System.,5,2025-02-28,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
The best app,5,2023-09-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
malkaamuu Jiidhaa Namoo,5,2025-05-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Brachewen enkuan mawetat atchlum,1,2024-03-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
why i cant screen shoot ?,1,2025-07-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
The verfication doesnt sent me until now,1,2021-02-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
This so good! But some time it's not work.!,3,2024-06-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
nice,4,2025-09-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
ok,5,2025-06-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good app i like it,5,2023-11-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
You should be boa b/c the app active by self so please 🙏 arrange now and for activation service l was pay 20 birr this is unfair,1,2024-12-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
After i update it's very slow and not working good,2,2022-02-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I am satisfied by this Ap Thank you,5,2025-02-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It's the best app for banking I've ever had. It was very effective and provide fast and urgent services but currently it's detororiating.,3,2022-12-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Keep it up,5,2021-09-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Ft birr metenu bishashal arid new,5,2022-09-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
improvement,4,2024-11-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
V.good,5,2021-05-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Any,1,2024-12-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very good,5,2025-01-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It good.but there gambler's in using mobile banking I lose 5000birr.,5,2024-07-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Abuu irbo,5,2025-01-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I can not use the app after I reinstall it while I am abroad. It requested me to get security key from nearedt CBE branch. There is no CBE branch overseas. Due to this reason I can not acess my acount using the app!!! CBE should resolve this for diaspora customers.,3,2024-01-11,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"I love this app. It's simple to use and syncs fast. The only issue I had was the balance shows only what's on the ledger, there is no way to tell what the actual balance is. I learn about the difference between the two balance types the hard way on an ATM machine. I would love to see that fixed in your next update.",5,2021-09-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"I have bad experience since I started using this app. I get ""none available "" error message while there is good internet connection. And I went to my branch two times to activate the app. There should be some way to activate without physically going to the branch. Anyway, it should be improved much from what it is now!!!",1,2021-05-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
This app is very useful because it is easy to use for everything.,5,2023-04-17,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
