review_text,rating,date,bank,source,app_name,app_id
👍,5,2024-01-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"Why the app doesn't allow to update the previous version. In addition to this, when I install the new version and try to activate, the app doesn't allow to write the activation OTP code to the screen. I have received the OTP password from telegram and email. Would you please fix this bug. Thank you",1,2024-02-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Nice appp,5,2024-08-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It crash always,4,2024-04-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Good,5,2024-08-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
👍,4,2025-06-21,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It is not work for my device,5,2024-08-27,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Great,5,2024-11-25,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Thank you BoA,5,2025-02-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
wow,5,2025-07-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Good,5,2024-04-14,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
slow only some times the wey it is veary nice app,5,2024-06-05,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Goood,4,2024-08-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Mostly not working 😑,1,2024-08-14,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Very laggy un able to make transactions Fix it,1,2024-05-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
ርይርፍ,3,2024-07-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It keeps on crashing,1,2024-04-20,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
best app,5,2025-11-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Nice,5,2024-11-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Good,5,2025-07-14,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"The application is full of bug, so annoying.",1,2024-05-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Keeps crashing everytime what a disaster,1,2024-05-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
ትርሃስ,5,2024-08-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Toppen!!!,5,2024-03-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Good bank,5,2024-04-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Very very good app,5,2024-04-29,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
😎,5,2025-07-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Fails occasionally.,4,2024-05-17,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Very easy to use,5,2024-09-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
This App is Getting worse and worse with every update,2,2025-07-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Wonderfull app,5,2025-03-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Pic new,5,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It's good when i've downloaded at first. But now it doesn't work well,2,2024-05-20,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It is not working at all.,1,2024-04-24,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
good,5,2024-09-05,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Nice,5,2024-08-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
it keeps crashing,1,2024-04-29,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Nice,5,2024-01-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Worst application I ever used,1,2024-02-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Developer option to be off really,1,2024-06-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Yes active user,5,2024-09-17,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
You guys keeps getting worst,1,2025-05-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Denez boa,2,2024-02-21,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It always crashes,1,2024-05-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
woow,5,2024-02-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Wow,5,2024-07-16,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
❤,5,2024-04-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
meku,5,2025-07-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"The worst mobile banking app ever!!! I have tried to transfer 25,000 from my BOA account to my CBE and it still hasn't reached my CBE account yet. When I tried contacting customer support they just tell me it's a problem with the system. I have waited 48 hours and I still haven't received my money. Bank of Abyssinia the worst bank and system, I don't recommend this app or bank to anyone.",1,2024-03-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
After recent update the app keeps asking to disable developers options and won't let you use it unless you do.,2,2024-05-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
No work app,5,2024-07-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
the worst app in my financial experience.,1,2025-10-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Good App,4,2024-10-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
its very bad app its very slow,1,2025-06-17,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
The worst banking app,1,2024-07-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
wonderful,5,2025-03-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
good,4,2025-11-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
masha alla,5,2025-09-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
good,1,2025-06-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Ok,5,2024-10-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
excellent app,5,2024-02-17,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Ok,5,2024-07-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"This is not functional at all, it takes forever to make a transaction,please improve it.",1,2024-04-24,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Good application,5,2024-05-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"you guys keep on releasing unstable app, now it won't login",2,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It's the best mobile banking application ever!,4,2024-04-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I like it.,5,2025-04-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Isn't there an IT professional in Ethiopia who can solve the problem of downloading the app? it's been 3 days since I've been trying to download the app. You're losing business, big time. I am so disappointed I don't even have words to express how frustrated I am. Please fix it.",1,2022-01-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I have been using this app for log time since It come to existence and its its marvelous app and usually enjoy its function and simplicity. I know pay everything with this app and make my transaction all by this app. Great Job by CBE.,4,2024-09-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice one,5,2020-10-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Recent service fee change is ridiculous. Plus making transfer to other banks and Telebirr wallet is even crazier. You suppose to be an exemplary institution, but you are doing the opposite.",2,2024-05-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Every thing is good and functional , but the password length is too short and it is also receive only 4 numbers. I wish if the password field receives string",5,2022-10-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
My laif...,5,2020-10-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
perfect and easy,5,2025-09-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
is My account so please help me Please please,5,2024-04-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Best,5,2022-01-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Am a postgraduate student. it has eased my life here .,5,2022-04-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
incredible,5,2025-09-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I says thanks,1,2024-06-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Kechalachu atawrdut wey aysera mnm tkm yelewmm,1,2023-11-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Good app. Can you add option to print or save ""Recent Transaction page"".",5,2022-02-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I like this app. It is very helpfull. The draw back is it doesn't order transactions accordingly and it stops responding without any notification.,3,2024-11-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Easy and familiar app,5,2023-12-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
CBE,5,2015-03-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very poor and very disgusting,1,2024-08-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
432forget,5,2024-12-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Okkee,5,2024-04-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
good,5,2024-12-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Excellent,5,2023-04-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Wow good,5,2024-08-17,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Excellent app,5,2022-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I love it,5,2023-03-22,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Wonderful app thanks for changing the oldq one, Good Job!",5,2020-06-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"It is light, excellent app.",4,2023-12-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Such a bad application and service u are giving us. Never think using cbe for an emergency situation.,1,2020-11-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Thank you,5,2022-12-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
CBE,5,2024-12-31,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
CBE,5,2024-11-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
super,5,2025-04-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
So these is very application,3,2017-03-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Great app convenient for making payments and transactions. Tnxs CBE 👏👏👏,5,2024-12-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
bist app tankyou,4,2025-09-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
good,5,2024-01-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Nice,5,2021-07-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good fleeng,4,2023-10-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
fast & relayable!,5,2019-03-31,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
EMAMU WUBETUDERESE,3,2025-01-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Waw,5,2024-05-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Shame to see one of the biggest bank in east africa. Have this app 1 .you try to send money.. it will fail on the way you try again and your money have been sent Twice. Then you have to ask the Receiver to send the money back to you. 2. Try to refresh to see your recent transaction and it will show old transaction. Clearly they don't care . You can get your statement easily via telebirr. But cbe you have to go to branch and beg sometimes Bribe the managers to get your own bank statement . Shame,1,2023-11-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It nice,5,2021-01-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Loving it!!,5,2020-12-11,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
This app is just sweet,5,2024-11-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Better than others,5,2020-12-17,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
BalanceDear Customer your Account 1********8778 has been debited with ETB 6000. Your Current Balance is ETB 14800000.1. Thank you for Banking with CBE!,5,2023-07-04,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Thanks for service 🙏 and helping people's,5,2023-10-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Use full,5,2024-06-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
excellent service,5,2022-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Galatooma gaarii dha,5,2020-09-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
To use this app send massages,5,2018-08-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
i can't take screenshot,1,2025-04-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Its not working on my mobile,1,2021-11-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Excellent,5,2024-10-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
❤️,5,2025-09-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It is great app,5,2024-09-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
INDIVIGUALL TELEBIRR ACCOUNT IS NOT AVAILAVLE WHY,2,2024-03-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It is disappointing that You can not set it up yourself unless you visit a branch.,1,2023-10-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Well-done everyone who participate in the creation of this lovely financial app since it gives most important service for daily activity,5,2023-04-28,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It is nice have to ATM withdrawal on mobile banking,3,2022-02-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Best app,5,2023-09-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I like it,5,2022-09-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It's the best app so far,5,2023-01-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"this is the best ethiopia application to transfer money account to account, bank to bank, pay bills, recharge your mobile card",5,2022-05-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
very good and safe for me!,5,2025-03-31,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It is great,4,2022-07-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
The app is absolutely amazing with seamless functionalities. I never face any hurdles while using it. It deserves 5 stars!,5,2023-12-28,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Easy to use !,5,2022-07-01,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very good,5,2020-10-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
The best app 👌 I love it easy to use,5,2022-02-18,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
መልካም,5,2022-04-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Thank you for your service,1,2023-10-28,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
All good except the inability to rotate when rotates my phones.,4,2022-01-24,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I have been using it for a years and it is beautiful in i the time have been using it,1,2025-01-06,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very good,5,2022-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good,5,2025-04-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
it is nice,4,2022-08-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It's not showing the second account and takes long on loading,2,2021-11-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It's good,4,2021-03-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Best mobile app ever,5,2024-08-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
So good,5,2022-02-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Fantastic,5,2020-11-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Was good till internet shutdown by govt,5,2020-10-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"We need the previous Version. This one doesn't work, specially while you are in recents and tries to scroll down. Its just rubbish. YOU BETTER SOLVE IT, OR I will transfer to AWASH.",1,2022-10-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Unable to save transaction message Please solve asap,4,2021-09-03,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good Good service,5,2023-07-22,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Good, Improve App Always",4,2021-04-22,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Cbe is the worest bank in Ethiopia..period!,1,2023-08-23,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
nic,4,2024-12-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
always network error why ....,1,2024-03-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very poor app i have ever seen Cbe needs to work on improving this app. Atleast refresh needs to work,1,2023-10-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Fsntastic,convenient and fast",5,2023-11-15,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very good service,5,2022-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very very help me.,5,2022-06-08,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Tajuddinyassin,5,2023-11-02,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Woow its good app for All banking service,5,2024-06-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Ok,5,2025-01-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Baayyee gaariidha Garuu App keessan altokko tokko isa ati tokko ergitu irra deebi'ee ergaa isa nu sirreessaa,4,2025-01-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"Fast ,best and saves time.",5,2021-08-25,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I love it,4,2025-01-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
But like all ethiopians app,5,2015-09-30,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Best,5,2021-10-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Easy to use,1,2022-12-27,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Wow absolutely best app,5,2024-08-09,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Tanks CBE,5,2023-03-29,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
"I'm actually forced to review this app again, it used to work fine on any network but after the last update it doesn't work on a wifi network, what if i don't have a data on my sim card and i needed an urgent transaction be made, it really makes me angry that you guys would update it to this dictatorship, please fix this",3,2023-10-26,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Up date ስለው አይከፍትም,5,2022-06-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It doesnt work,5,2024-12-20,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It's cool but I'm not satisfied,1,2023-12-14,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Excellent,5,2021-06-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
The service is very efficient and user friendly.,5,2022-02-12,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
i want to exercise the appl.,4,2022-08-11,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Very good 👍,5,2024-10-05,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Its that what i want good app,5,2020-08-19,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Best app from all Ethiopia banks,5,2021-11-07,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Good app for usurers,5,2024-02-21,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
I cannot comment whenever your system got stopped and your app is not good enough,1,2023-10-16,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
Deducting 2times the same order starting from march7and 8 it is difficult to use mobile banking,2,2022-03-11,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
filannoo bareeda,1,2024-02-13,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
It's the best appks,5,2024-09-28,CBE,Google Play,Commercial Bank of Ethiopia,com.combanketh.mobilebanking
